time_step,bus_voltages,bus_angles,load_p,load_q,gen_p,gen_q,mean_bus_voltage,mean_bus_angle,sum_load_p,sum_load_q,sum_gen_p,sum_gen_q
412,"[1.06, 1.0449999999999997, 1.0100000000000002, 1.0400767285456123, 1.0391465075235502, 1.0700000000000005, 1.0860948556456373, 1.0900000000000003, 1.0955580427881741, 1.0910562832791508, 1.0807488712493927, 1.0718901872708846, 1.07365497570014, 1.0859954808048549]","[0.0, 1.3682453940768566, 1.7950536379259576, 1.123436009166377, 1.1021801239923363, 1.295190537528132, 1.0109522709205296, 1.0109522709205296, 0.9535118964467343, 0.9990468239398212, 1.1299997198598417, 1.2847754014611963, 1.2348006122909962, 1.0694204146130226]","[0.006110785059218956, 0.02652700242296889, 0.01346062331016892, 0.0021401827857172383, 0.0031539535789517135, 0.008307288444560332, 0.002534426983086196, 0.0009856104934224102, 0.0017177782885362018, 0.0038016404746293022, 0.004195884671998262]","[0.003576358076132744, 0.005350456964293099, -0.001098251692670687, 0.00045056479699310165, 0.002112022485905165, 0.004674609768803431, 0.0016332973890999956, 0.0005068853966172408, 0.00045056479699310165, 0.0016332973890999956, 0.0014080149906034447]","[40.0, 0.0, 0.0, 0.0]","[-23.106507828737715, -38.47040707582275, -27.879804487531377, 2.4164674120099896]",1.0670872809148142,1.098397508081595,0.07293517651325841,0.020697820361870633,40.0,-87.04025198008185
413,"[1.06, 1.045, 1.0100000000000002, 1.0400773100937306, 1.0391469628638843, 1.0699999999999996, 1.086095563887539, 1.0900000000000003, 1.095559250235495, 1.0910575294069564, 1.080749622976315, 1.071890745499268, 1.073655744052548, 1.0859970933899636]","[0.0, 1.3684572007340277, 1.7955439080698388, 1.1238226994722271, 1.1025142009603115, 1.29571394359998, 1.0114383383505736, 1.0114383383505736, 0.9540487424081004, 0.999590349515038, 1.130537317235954, 1.2853277594616421, 1.2353540855311294, 1.0699967863510385]","[0.005348065003976476, 0.023216024118644398, 0.011780530285256918, 0.0018730550244341578, 0.0027602916149555958, 0.00727041095010627, 0.0022180914763036018, 0.0008625911296736234, 0.0015033731117168876, 0.0033271372144554096, 0.0036721736663248555]","[0.003129973527672861, 0.004682637561085398, -0.0009611729730648958, 0.0003943273735650849, 0.001848409563586336, 0.004091146500737757, 0.0014294367291734346, 0.0004436182952607217, 0.0003943273735650849, 0.0014294367291734346, 0.001232273042390892]","[40.0, 0.0, 0.0, 0.0]","[-23.107869117018176, -38.472303730381846, -27.88096123362693, 2.4160291584349007]",1.0670878444575498,1.0988416907171739,0.06383174359584819,0.01811441372314611,40.0,-87.04510492259206
414,"[1.06, 1.045, 1.0099999999999993, 1.040077585072695, 1.039147178165156, 1.0700000000000003, 1.0860958987745024, 1.09, 1.095559821169891, 1.0910581186318504, 1.0807499784266443, 1.071891009455556, 1.0736561073650117, 1.085997855893352]","[0.0, 1.368557352758647, 1.7957757307148365, 1.1240055447519197, 1.1026721681936753, 1.2959614344746988, 1.0116681737968385, 1.0116681737968385, 0.9543025883071283, 0.9998473538430263, 1.1307915184342994, 1.2855889401694474, 1.2356157935783514, 1.0702693218540098]","[0.004987414677090571, 0.021650436063683467, 0.010986102376264004, 0.0017467443108704307, 0.0025741495107564193, 0.0067801259435102245, 0.002068512999714978, 0.0008044217221113807, 0.0014019921442512647, 0.0031027694995724732, 0.0034245381884170224]","[0.0029189016773755808, 0.00436686077717608, -0.0008963556332098254, 0.00036773564439377397, 0.001723760833095816, 0.003815257310585406, 0.0013330417109274325, 0.0004137025999429968, 0.00036773564439377397, 0.0013330417109274325, 0.0011491738887305454]","[40.0, 0.0, 0.0, 0.0]","[-23.108512776635372, -38.47320055115184, -27.881508192092518, 2.415821933461391]",1.0670881109253327,1.0990517210481225,0.05952720743624223,0.01689285616433901,40.0,-87.04739958641835
415,"[1.06, 1.045, 1.01, 1.0400764688367297, 1.0391463041752464, 1.07, 1.0860945393596082, 1.0899999999999996, 1.0955575035691363, 1.0910557267868806, 1.080748535545527, 1.0718899379797142, 1.0736546325725096, 1.0859947606621374]","[0.0, 1.3681508064003933, 1.7948346954021273, 1.1232633228599436, 1.1020309335012974, 1.2949567973309928, 1.01073520526265, 1.0107352052626501, 0.9532721543422649, 0.9988040988805572, 1.129759642187757, 1.2845287320557344, 1.2345534448488784, 1.06916302124512]","[0.006451396395874779, 0.028005600944304307, 0.014210910033309395, 0.002259475235421582, 0.003329752978516009, 0.008770331505912719, 0.0026756943577360766, 0.0010405478057862523, 0.0018135261757988986, 0.004013541536604123, 0.00442976065891862]","[0.0037757020381386864, 0.005648688088553959, -0.0011594675550189687, 0.0004756789969308582, 0.0022297452981133985, 0.0049351695931576555, 0.0017243363638743633, 0.0005351388715472169, 0.0004756789969308582, 0.0017243363638743633, 0.001486496865408934]","[40.0, 0.0, 0.0, 0.0]","[-23.105899891454552, -38.46956007106323, -27.879287908534288, 2.4166631268957524]",1.0670870292491064,1.0981991471128834,0.07700053762818276,0.021851503921511327,40.0,-87.03808474415631
416,"[1.06, 1.045, 1.01, 1.0400769860230097, 1.039146709123696, 1.07, 1.0860951692152803, 1.0900000000000005, 1.095558577377226, 1.0910568349934897, 1.0807492040711189, 1.0718904344222397, 1.0736553158823785, 1.0859961947651993]","[0.0, 1.3683391698546392, 1.7952707012296274, 1.1236072132913828, 1.1023280339702164, 1.2954222715019799, 1.0111674734907572, 1.0111674734907572, 0.9537495808217002, 0.999287465663691, 1.1302377369195185, 1.2850199536741487, 1.235045658266977, 1.0696755987300652]","[0.005773096892255279, 0.02506109342167957, 0.01271677564284801, 0.0020219141189465497, 0.0029796629121317517, 0.007848219277489896, 0.002394371982963013, 0.000931144660041172, 0.001622852121786044, 0.0035915579744445264, 0.003964015838460991]","[0.003378724909292252, 0.005054785297366378, -0.0010375611926173075, 0.0004256661303045357, 0.001995309985802512, 0.00441628610190956, 0.0015430397223539442, 0.000478874396592604, 0.0004256661303045357, 0.0015430397223539442, 0.0013302066572016761]","[40.0, 0.0, 0.0, 0.0]","[-23.107110536048282, -38.471246807107164, -27.88031662972427, 2.416273377998813]",1.0670875304195457,1.0985941664932473,0.0689047048430468,0.019554037860864633,40.0,-87.04240059488092
417,"[1.06, 1.0449999999999997, 1.0100000000000002, 1.0400768962145737, 1.0391466388054202, 1.0700000000000003, 1.086095059841661, 1.0899999999999999, 1.0955583909115487, 1.091056642554438, 1.0807490879822264, 1.0718903482152966, 1.0736551972260693, 1.0859959457343487]","[0.0, 1.3683064606539694, 1.7951949890550063, 1.1235474969011403, 1.1022764426315643, 1.295341442163314, 1.011092410341584, 1.011092410341584, 0.953666675968527, 0.9992035292807904, 1.1301547160254626, 1.2849346533039956, 1.2349601856710353, 1.0695865899290027]","[0.005890883333938626, 0.025572405993410964, 0.012976231491348654, 0.002063166513268828, 0.0030404559142908983, 0.008008343702819791, 0.002443223502555184, 0.0009501424732159052, 0.0016559625961762936, 0.0036648352538327833, 0.004044892243119142]","[0.003447659831383427, 0.005157916283172074, -0.0010587301844405819, 0.0004343508448986995, 0.0020360195854626545, 0.0045063900158240095, 0.0015745218127577879, 0.0004886447005110383, 0.0004343508448986995, 0.0015745218127577879, 0.001357346390308438]","[40.0, 0.0, 0.0, 0.0]","[-23.106900311716174, -38.47095390731775, -27.880137993691264, 2.4163410573882764]",1.0670874433918274,1.0985255715904982,0.07031054301797707,0.019952991937534033,40.0,-87.04165115533691
418,"[1.06, 1.0449999999999997, 1.0100000000000005, 1.040076091568953, 1.0391460087783364, 1.0700000000000003, 1.086094079906886, 1.09, 1.0955567202747678, 1.0910549184012923, 1.0807480478873246, 1.071889575849188, 1.073654134131094, 1.0859937145517153]","[0.0, 1.368013404489409, 1.794516650729359, 1.123012471845033, 1.1018142134477702, 1.2946172569798984, 1.0104198870421954, 1.0104198870421954, 0.9529238953968812, 0.9984515067708064, 1.1294108957786333, 1.2841704102270421, 1.2341943995541982, 1.068789121336253]","[0.0069461814167366106, 0.030153469560211428, 0.015300805148387529, 0.002432763998488399, 0.003585125892509212, 0.009442965520448389, 0.0028809047350520428, 0.0011203518414091283, 0.0019526132093130538, 0.004321357102578073, 0.00476949783914172]","[0.00406527668168455, 0.0060819099962210015, -0.0012483920518558877, 0.00051216084178703, 0.0024007539458767036, 0.005313668733540439, 0.0018565830514779863, 0.0005761809470104103, 0.00051216084178703, 0.0018565830514779863, 0.001600502630584471]","[40.0, 0.0, 0.0, 0.0]","[-23.105016755876505, -38.46832967174547, -27.87853749993427, 2.4169474320149753]",1.0670866636678256,1.097911000045691,0.08290603626427559,0.02352738866959172,40.0,-87.03493649554127
419,"[1.06, 1.0449999999999997, 1.0099999999999998, 1.0400754722628776, 1.0391455238635068, 1.0700000000000003, 1.0860933256953138, 1.09, 1.0955554344678788, 1.091053591407954, 1.0807472473799362, 1.0718889814017514, 1.0736533159249382, 1.085991997327622]","[0.0, 1.3677878554093683, 1.793994571898766, 1.1226006932642372, 1.1014584617511964, 1.2940598924550037, 1.00990228386297, 1.0099022838629703, 0.952352219108917, 0.9978727174652745, 1.1288384192935441, 1.2835822154248484, 1.2336050171683892, 1.0681753546398143]","[0.007758382611341905, 0.03367924617458095, 0.017089893494107944, 0.0027172215597326497, 0.004004326509079686, 0.010547110001593835, 0.003217762373367602, 0.0012513520340874012, 0.0021809278308380442, 0.004826643560051413, 0.005327184373686368]","[0.004540620237974284, 0.0067930538993316286, -0.0013943636951259635, 0.0005720466441542405, 0.002681468644473003, 0.0059349839331002486, 0.002073669085059125, 0.0006435524746735223, 0.0005720466441542405, 0.002073669085059125, 0.0017876457629820042]","[40.0, 0.0, 0.0, 0.0]","[-23.10356700987122, -38.46630992219531, -27.877305670623244, 2.417414131199612]",1.0670860635522699,1.097437998971807,0.09260005052246781,0.026278392715835455,40.0,-87.02976847149016
420,"[1.06, 1.045, 1.01, 1.040075042238269, 1.0391451871523325, 1.0699999999999998, 1.0860928020011658, 1.09, 1.0955545416588497, 1.0910526700020846, 1.0807466915432746, 1.0718885686454276, 1.0736527478006799, 1.0859908049647888]","[0.0, 1.367631244757033, 1.7936320652505606, 1.1223147738977794, 1.1012114447810928, 1.2936728851295018, 1.0095428849719095, 1.0095428849719092, 0.9519552744085013, 0.9974708338154818, 1.1284409189653766, 1.2831738010394642, 1.2331957781852942, 1.0677491843068767]","[0.008322335196791113, 0.03612737214459548, 0.018332148498000668, 0.0029147349076319115, 0.004295398811247019, 0.011313773654623865, 0.00345165975903778, 0.0013423121285146926, 0.0023394582811256093, 0.00517748963855668, 0.0057144144899625516]","[0.004870675437753312, 0.007286837269079784, -0.001495719228916374, 0.0006136284016067165, 0.0028763831325314846, 0.006366394666669688, 0.002224402955824351, 0.000690331951807558, 0.0006136284016067165, 0.002224402955824351, 0.0019175887550209921]","[40.0, 0.0, 0.0, 0.0]","[-23.1025603349001, -38.4649074925704, -27.876450337182092, 2.4177381883221027]",1.0670856468576337,1.09710956960577,0.09933109751008738,0.02818855469880858,40.0,-87.02617997633048
421,"[1.06, 1.045, 1.01, 1.0400761903020905, 1.039146086085592, 1.07, 1.0860942001480407, 1.0899999999999999, 1.095556925266744, 1.091055129959687, 1.0807481755097903, 1.0718896706203744, 1.073654264575478, 1.0859939883237124]","[0.0, 1.3680493631862953, 1.7945998844302613, 1.1230781206649019, 1.101870930043775, 1.2947061161935063, 1.0105024072136815, 1.0105024072136817, 0.9530150363033896, 0.9985437816861951, 1.1295021642571101, 1.2842641846357001, 1.2342883632968977, 1.0688869726002226]","[0.006816694056297864, 0.029591363138398986, 0.015015574925854255, 0.0023874135865375014, 0.003518293706476311, 0.0092669343161653, 0.0028272002998470333, 0.0010994667832738465, 0.0019162135365629915, 0.004240800449770558, 0.004680587163080092]","[0.003989493756450814, 0.005968533966343758, -0.0012251201299337167, 0.0005026133866394726, 0.0023560002498725285, 0.0052146138863845325, 0.0018219735265680912, 0.0005654400599694083, 0.0005026133866394726, 0.0018219735265680912, 0.0015706668332483545]","[40.0, 0.0, 0.0, 0.0]","[-23.105247878838256, -38.46865167342343, -27.878733885795103, 2.416873027894095]",1.0670867593422504,1.0979864094089729,0.08136054196226473,0.02308880244875081,40.0,-87.0357604101627
422,"[1.06, 1.0450000000000002, 1.0100000000000002, 1.0400749967928473, 1.039145151568214, 1.07, 1.0860927466568537, 1.0899999999999996, 1.095554447306424, 1.0910525726275926, 1.0807466328022872, 1.0718885250252852, 1.073652687761214, 1.0859906789555727]","[0.0, 1.3676146941233618, 1.7935937555157058, 1.1222845579159284, 1.1011853400079086, 1.293631986162135, 1.0095049036688373, 1.0095049036688375, 0.9519133252599578, 0.9974283627178864, 1.1283989110976016, 1.2831306397728035, 1.2331525297752528, 1.0677041465880237]","[0.008381933698748165, 0.036386090065533463, 0.018463429990790856, 0.002935608115690602, 0.0043261593283861425, 0.011394794659588519, 0.003476378031738861, 0.0013519247901206686, 0.0023562117770674533, 0.005214567047608302, 0.005755336963656563]","[0.004905555667009282, 0.007339020289226512, -0.001506430480420176, 0.0006180227611980197, 0.0028969816931157188, 0.006411986147429461, 0.0022403325093428256, 0.0006952756063477743, 0.0006180227611980197, 0.0022403325093428256, 0.001931321128743815]","[40.0, 0.0, 0.0, 0.0]","[-23.102453947462, -38.46475928311603, -27.87635994499429, 2.417772434873232]",1.0670856028211637,1.097074861162446,0.10004243446892959,0.028390420592534077,40.0,-87.0258007406991
423,"[1.06, 1.0449999999999997, 1.0100000000000002, 1.0400742618038612, 1.0391445760620877, 1.07, 1.0860918515783495, 1.0900000000000003, 1.0955529213576956, 1.091050997805017, 1.080745682794027, 1.07188781956584, 1.0736517167549602, 1.0859886410307464]","[0.0, 1.36734702420286, 1.792974180591327, 1.1217958815406954, 1.100763153306204, 1.2929705361832649, 1.0088906404992426, 1.0088906404992428, 0.9512348909710473, 0.9967414870501881, 1.1277195271441565, 1.2824326021433512, 1.2324530827998341, 1.0669757614543716]","[0.009345805651278087, 0.040570271536884556, 0.020586613370096398, 0.0032731853893877183, 0.004823641626466102, 0.012705127498281272, 0.003876140592695971, 0.0015073880082706558, 0.002627161957271717, 0.005814210889043968, 0.006417166092352223]","[0.005469665058582093, 0.008182963473469303, -0.0016796609235015909, 0.0006890916609237281, 0.0032301171605799775, 0.007149325982083687, 0.0024979572708485193, 0.0007752281185391966, 0.0006890916609237281, 0.0024979572708485193, 0.0021534114403866543]","[40.0, 0.0, 0.0, 0.0]","[-23.100733315365666, -38.4623623091331, -27.87489803941272, 2.418326301220148]",1.0670848906251846,1.0965135291704133,0.11154671261202867,0.03165514817368381,40.0,-87.01966736269134
424,"[1.06, 1.0450000000000002, 1.01, 1.0400765992413514, 1.0391464062803009, 1.0699999999999998, 1.0860946981725053, 1.0900000000000005, 1.0955577743205702, 1.0910560062114638, 1.0807487041083395, 1.0718900631531378, 1.0736548048628631, 1.0859951222584157]","[0.0, 1.3681983005139269, 1.7949446302314016, 1.1233500316403893, 1.1021058446263494, 1.2950741623270687, 1.0108441976821276, 1.0108441976821276, 0.9533925329986882, 0.9989259753305346, 1.129880189338834, 1.284652589030457, 1.2346775518962827, 1.0692922629085462]","[0.006280369595452748, 0.027263171239246462, 0.013834178187218472, 0.0021995764481770002, 0.0032414810815239938, 0.008537829634371248, 0.0026047615833674925, 0.0010129628379762473, 0.0017654495176157472, 0.003907142375051247, 0.004312327510241741]","[0.0036756080120852394, 0.005498941120442505, -0.001128730019459249, 0.00046306872593199867, 0.0021706346528062447, 0.004804338031544491, 0.0016786241315034983, 0.0005209523166735001, 0.00046306872593199867, 0.0016786241315034983, 0.0014470897685374983]","[40.0, 0.0, 0.0, 0.0]","[-23.10620514879361, -38.46998536724987, -27.879547292156513, 2.416564854936116]",1.0670871556149248,1.0982987475861952,0.07495925001024238,0.021272219597501228,40.0,-87.03917295326389
425,"[1.06, 1.0450000000000002, 1.01, 1.0400759142691702, 1.0391458699536802, 1.07, 1.0860938639845823, 1.09, 1.0955563521620864, 1.091054538497155, 1.080747818710452, 1.0718894056648605, 1.0736538998869647, 1.0859932229282765]","[0.0, 1.367948832051864, 1.7943671847505944, 1.1228945837229882, 1.1017123652658072, 1.2944576890530477, 1.0102717023843213, 1.0102717023843213, 0.9527602301491642, 0.9982858051384536, 1.129247001443993, 1.2840020158957466, 1.2340256652288775, 1.0686134060334151]","[0.007178706752320142, 0.031162865256615515, 0.015813003813866463, 0.0025142014432088986, 0.0037051389689394224, 0.00975907139140296, 0.0029773438143263185, 0.0011578559277935685, 0.0020179774741545075, 0.004466015721489487, 0.004929158092606909]","[0.004201362937993805, 0.006285503608022252, -0.0012901823195414072, 0.0005293055669913456, 0.002481119845271933, 0.005491545257535215, 0.001918732680343631, 0.0005954687628652656, 0.0005293055669913456, 0.001918732680343631, 0.0016540798968479576]","[40.0, 0.0, 0.0, 0.0]","[-23.104601715035248, -38.467751439585186, -27.878184841168807, 2.4170810427508336]",1.0670864918612308,1.0977755845358996,0.0856813386567242,0.024314974483664976,40.0,-87.0334569530384
426,"[1.06, 1.0449999999999997, 1.0099999999999998, 1.0400746175907678, 1.0391448546489048, 1.0700000000000003, 1.0860922848587211, 1.0900000000000005, 1.0955536600221718, 1.0910517601274312, 1.080746142663201, 1.071888161056164, 1.073652186788113, 1.0859896275258578]","[0.0, 1.367476594634927, 1.793274096873886, 1.122032434033906, 1.1009675202883749, 1.2932907228242323, 1.009187985508868, 1.009187985508868, 0.9515632991606714, 0.9970739814423613, 1.1280483950385223, 1.2827704996841451, 1.2327916625585353, 1.0673283492583212]","[0.00887922661581573, 0.038544845493541056, 0.019558849411796832, 0.003109775220285695, 0.004582826640421016, 0.012070838026108945, 0.003682628550338312, 0.0014321333251315661, 0.002496003795229304, 0.00552394282550748, 0.0060967961555600985]","[0.005196598065477396, 0.007774438050714244, -0.001595805705146605, 0.0006546895200601444, 0.003068857125281928, 0.0067924037706240045, 0.0023732495102180276, 0.0007365257100676647, 0.0006546895200601444, 0.0023732495102180276, 0.0020459047501879546]","[40.0, 0.0, 0.0, 0.0]","[-23.101566230090352, -38.46352261064064, -27.87560570381894, 2.418058191311111]",1.067085235377238,1.0967852519154013,0.10597786605973604,0.030074799827762934,40.0,-87.02263635323882
427,"[1.06, 1.045, 1.0100000000000002, 1.0400760871299344, 1.0391460053026165, 1.0699999999999998, 1.0860940745008751, 1.09, 1.0955567110583864, 1.091054908889688, 1.0807480421494562, 1.0718895715883046, 1.073654128266354, 1.0859937022430068]","[0.0, 1.3680117877974545, 1.7945129085680673, 1.1230095202945658, 1.1018116634873063, 1.294613261897316, 1.010416176961046, 1.0104161769610456, 0.9529197977301485, 0.9984473581193756, 1.1294067923762912, 1.2841661941588276, 1.2341901749735968, 1.0687847219738698]","[0.006952003126962554, 0.030178741684786722, 0.015313629007779243, 0.0024348029384753654, 0.0035881306461742163, 0.009450879826976746, 0.002883319269247135, 0.0011212908269294416, 0.001954249726934172, 0.004324978903870711, 0.004773495234642482]","[0.004068683857715401, 0.006087007346188419, -0.0012494383500070941, 0.0005125900923106018, 0.0024027660577059465, 0.005318122207722499, 0.0018581390846259347, 0.0005766638538494288, 0.0005125900923106018, 0.0018581390846259347, 0.0016018440384706332]","[40.0, 0.0, 0.0, 0.0]","[-23.10500636461831, -38.46831519463892, -27.87852867047796, 2.4169507772048764]",1.0670866593663302,1.0979076096642078,0.08297552119277879,0.023547107365518308,40.0,-87.03489945253031
428,"[1.06, 1.0450000000000004, 1.01, 1.0400765516474932, 1.039146369014981, 1.0700000000000003, 1.0860946402104241, 1.0900000000000003, 1.0955576755041534, 1.0910559042295886, 1.080748642587793, 1.0718900174684496, 1.0736547419818583, 1.0859949902862345]","[0.0, 1.3681809665325793, 1.7949045071875556, 1.1233183854344726, 1.102078504224597, 1.2950313274862868, 1.0108044185900107, 1.0108044185900107, 0.9533485982584707, 0.9988814939389216, 1.1298361931029997, 1.2846073848044723, 1.2346322564009442, 1.0692450934267654]","[0.0063427894582877035, 0.027534136726760413, 0.013971674474937868, 0.0022214377826261086, 0.003273697784922681, 0.00862268612993029, 0.0026306500057414373, 0.0010230305577883369, 0.0017829961150025323, 0.003945975008612164, 0.004355187231727493]","[0.0037121394525462498, 0.005553594456565277, -0.0011399483358212916, 0.00046767111213181107, 0.002192208338117865, 0.004852087788367545, 0.001695307781477818, 0.0005261300011482891, 0.00046767111213181107, 0.001695307781477818, 0.001461472225411912]","[40.0, 0.0, 0.0, 0.0]","[-23.10609373901603, -38.46983014650414, -27.879452624696615, 2.4166007213386234]",1.0670871094950696,1.098262396284149,0.07570426127633705,0.021483641713555105,40.0,-87.03877578887816
429,"[1.06, 1.0449999999999997, 1.01, 1.0400741666294275, 1.039144501538688, 1.0700000000000003, 1.0860917356744952, 1.0899999999999999, 1.095552723762972, 1.091050793881852, 1.080745559777913, 1.0718877282164947, 1.073651591020112, 1.0859883771410226]","[0.0, 1.367312363854458, 1.7928939524164602, 1.1217326033042547, 1.1007084847549762, 1.292884885651567, 1.0088111001522193, 1.0088111001522193, 0.9511470411624366, 0.9966525441737707, 1.127631554362782, 1.2823422139137381, 1.232362512075983, 1.0668814435473453]","[0.009470616314782954, 0.04111207635265222, 0.020861541928415873, 0.0033168978798318186, 0.004888060033436356, 0.012874800980926138, 0.003927905384011354, 0.00152751876044886, 0.0026622469824965876, 0.005891858076017042, 0.0065028655801965774]","[0.0055427109307715754, 0.008292244699579555, -0.0017020923330715895, 0.0006982942904909073, 0.003273254486676129, 0.00724480326384317, 0.002531316803029543, 0.0007855810768022731, 0.0006982942904909073, 0.002531316803029543, 0.0021821696577840888]","[40.0, 0.0, 0.0, 0.0]","[-23.10051050524647, -38.46205192515196, -27.874708736898935, 2.4183980214589695]",1.06708479840307,1.096440842823015,0.11303638827321578,0.032077893969426105,40.0,-87.0188731458384
430,"[1.06, 1.045, 1.0099999999999998, 1.040075961343515, 1.0391459068126505, 1.0699999999999998, 1.0860939213134233, 1.0900000000000003, 1.0955564498984607, 1.0910546393642226, 1.0807478795584247, 1.0718894508499026, 1.0736539620803054, 1.0859933534575301]","[0.0, 1.3679659764524723, 1.7944068689326071, 1.1229258837795992, 1.1017394066148123, 1.2945000553671036, 1.0103110463663056, 1.0103110463663054, 0.9528036843279452, 0.9983297999906241, 1.129290516446953, 1.2840467256769454, 1.2340704652806402, 1.0686600595804063]","[0.007116969791320102, 0.030894864255407963, 0.01567701179839172, 0.002492579281752663, 0.0036732747310039182, 0.009675143264697837, 0.0029517386231281456, 0.0011478983534387234, 0.002000622844564635, 0.004427607934692227, 0.0048867672760677106]","[0.004165231168191938, 0.006231448204381664, -0.0012790867366888653, 0.0005247535330005593, 0.002459782185940122, 0.005444317904880807, 0.0019022315571270304, 0.000590347724625631, 0.0005247535330005593, 0.0019022315571270304, 0.00163985479062675]","[40.0, 0.0, 0.0, 0.0]","[-23.104711911606227, -38.46790496411684, -27.87827847448171, 2.417045568191167]",1.067086537477031,1.0978115382273372,0.08494447815446565,0.024105865422213227,40.0,-87.0338497820136
431,"[1.06, 1.045, 1.01, 1.0400761469592377, 1.0391460521485023, 1.0700000000000003, 1.0860941473633632, 1.0900000000000003, 1.0955568352772749, 1.0910550370876182, 1.0807481194847721, 1.0718896290167392, 1.0736542073116557, 1.0859938681404682]","[0.0, 1.3680335776656638, 1.794563345637948, 1.123049301465575, 1.1018460320046235, 1.2946671078551726, 1.0104661816534686, 1.0104661816534686, 0.9529750263237157, 0.998503273887598, 1.1294620982746066, 1.2842230185740449, 1.2342471141194011, 1.0688440168386226]","[0.006873537765614489, 0.029838122466400187, 0.015140788257897327, 0.0024073219824271947, 0.00354763239515586, 0.009344210326526612, 0.0028507760318216705, 0.0011086351234862052, 0.001932192643790246, 0.004276164047732514, 0.0047196180971269906]","[0.0040227617337928005, 0.006018304956067993, -0.0012353362804560593, 0.0005068046278794081, 0.0023756466931847257, 0.0052580980142488635, 0.0018371667760628573, 0.0005701552063643358, 0.0005068046278794081, 0.0018371667760628573, 0.0015837644621231526]","[40.0, 0.0, 0.0, 0.0]","[-23.105146418300745, -38.46851031785443, -27.8786476743483, 2.4169056905673987]",1.0670867173421166,1.0979533054252792,0.0820389991379793,0.023281337593210345,40.0,-87.03539871993607
432,"[1.06, 1.045, 1.01, 1.040074979242333, 1.0391451378260175, 1.0700000000000003, 1.0860927252835084, 1.0900000000000003, 1.0955544108685946, 1.0910525350226792, 1.0807466101171923, 1.07188850817969, 1.0736526645746653, 1.0859906302922628]","[0.0, 1.3676083024600982, 1.7935789607399746, 1.1222728888539517, 1.101175258647087, 1.2936161914548943, 1.0094902357298587, 1.0094902357298587, 0.9518971249849827, 0.9974119608722253, 1.1283826881459367, 1.2831139713918287, 1.2331358277405269, 1.067686753542842]","[0.008404949946751603, 0.03648600391631336, 0.01851412937579382, 0.002943669105774755, 0.0043380386821943685, 0.011426084028994116, 0.003485923941049043, 0.001355637088185739, 0.0023626817822665768, 0.005228885911573574, 0.005771140746847863]","[0.004919026005702537, 0.0073591727644368955, -0.0015105670411212544, 0.0006197198117420521, 0.0029049366175408695, 0.006429593046823796, 0.0022464843175649426, 0.0006971847882098107, 0.0006197198117420521, 0.0022464843175649426, 0.0019366244116939156]","[40.0, 0.0, 0.0, 0.0]","[-23.102412861767828, -38.464702046313214, -27.876325036553915, 2.417785660503011]",1.0670855858147816,1.097061457163862,0.10031714452574482,0.02846837885190056,40.0,-87.02565428413193
433,"[1.06, 1.0449999999999997, 1.0100000000000005, 1.040075832347498, 1.0391458058093581, 1.0699999999999998, 1.0860937642175033, 1.0900000000000007, 1.0955561820754818, 1.0910543629623626, 1.0807477128192493, 1.0718893270312404, 1.073653791654513, 1.0859929957736556]","[0.0, 1.3679189963764447, 1.79429812405349, 1.1228401135644785, 1.1016653063553037, 1.294383960756035, 1.0102032337247302, 1.01020323372473, 0.9526846086881084, 0.998209242766252, 1.1291712741330047, 1.2839242093627, 1.2339477016018974, 1.0685322168462819]","[0.007286144936362185, 0.031629255898862535, 0.016049664882862295, 0.002551829562965558, 0.0037605909348966057, 0.00990512790887947, 0.003021903429827627, 0.0011751846671551882, 0.0020481789913276167, 0.0045328551447414486, 0.005002929011603518]","[0.004264241506534539, 0.006379573907413902, -0.0013094914862586404, 0.0005372272764138003, 0.0025182528581896894, 0.005573732992793183, 0.0019474488770000295, 0.0006043806859655272, 0.0005372272764138003, 0.0019474488770000295, 0.0016788352387931283]","[40.0, 0.0, 0.0, 0.0]","[-23.10440994367373, -38.46748426708364, -27.878021894857806, 2.4171427777021712]",1.0670864124779187,1.0977130158538184,0.08696366536948402,0.02467887801025899,40.0,-87.032773327913
434,"[1.06, 1.0450000000000002, 1.01, 1.0400754241393668, 1.0391454861827139, 1.07, 1.0860932670891938, 1.0900000000000003, 1.0955553345543168, 1.0910534882940905, 1.080747185176638, 1.0718889352104137, 1.0736532523464766, 1.0859918638910737]","[0.0, 1.367770329195322, 1.7939540039625679, 1.1225686961701753, 1.1014308182047252, 1.2940165826592591, 1.009862063711093, 1.0098620637110933, 0.95230779722529, 0.9978277428666836, 1.1287939352302665, 1.283536509975223, 1.2335592194382947, 1.0681276621328166]","[0.007821494309630188, 0.03395321492936234, 0.017228913732733747, 0.002739325195999513, 0.004036900288841381, 0.010632907010787585, 0.0032439377321046782, 0.0012615313402629304, 0.002198668907315396, 0.004865906598157026, 0.005370519134262192]","[0.004577556577525489, 0.00684831298999879, -0.0014057063505786961, 0.0005767000412630538, 0.0027032814434205655, 0.0059832629281041895, 0.002090537649578574, 0.0006487875464209375, 0.0005767000412630538, 0.002090537649578574, 0.001802187628947046]","[40.0, 0.0, 0.0, 0.0]","[-23.103454355030408, -38.466152977485706, -27.877209951092933, 2.4174503961276717]",1.067086016920306,1.097401244605915,0.09335331917945697,0.02649215814552158,40.0,-87.02936688748137
